date,district,rainfall,temperature,humidity,opd_visits,ambulance_calls,idsp_cases,larval_index,medicine_stock,disease_cases,risk,disease
2024-04-27,Kanchipuram,158,30,72,221,30,,23,78,55,1,Cholera
2024-04-28,Kanchipuram,88,33,62,537,127,139.0,15,47,265,1,Respiratory Infection
2024-04-29,Kanchipuram,107,32,89,317,42,,19,69,76,1,Dengue
2024-01-01,Tiruvallur,0,34,85,464,123,,8,54,140,1,Respiratory Infection
2024-01-02,Tiruvallur,64,34,61,120,31,,12,88,33,1,Cholera
2024-01-03,Tiruvallur,58,31,80,197,23,,13,81,112,1,Cholera
2024-01-04,Tiruvallur,49,35,87,169,26,,13,84,98,0,Flu
2024-01-05,Tiruvallur,52,31,82,186,50,,13,82,70,1,Cholera
2024-01-06,Tiruvallur,87,31,73,101,15,,16,90,40,1,Cholera
2024-01-07,Tiruvallur,54,30,71,388,77,111.0,12,62,90,1,Cholera
2024-01-08,Tiruvallur,32,33,71,480,124,,10,52,276,1,Respiratory Infection
2024-01-09,Tiruvallur,100,32,82,376,90,,18,63,188,1,Dengue
2024-01-10,Tiruvallur,5,30,81,215,25,,8,79,45,0,Flu
2024-01-11,Tiruvallur,19,35,86,294,42,,10,71,148,0,Typhoid
2024-01-12,Tiruvallur,16,35,70,348,44,,8,66,164,0,Typhoid
2024-01-13,Tiruvallur,32,31,78,357,60,,11,65,107,0,Typhoid
2024-01-14,Tiruvallur,116,31,78,428,105,87.0,19,58,253,1,Cholera
2024-01-15,Tiruvallur,52,34,87,199,54,,13,81,98,1,Cholera
2024-01-16,Tiruvallur,79,34,92,514,117,,17,49,127,1,Respiratory Infection
2024-01-17,Tiruvallur,38,31,66,344,69,,10,66,173,0,Typhoid
2024-01-18,Tiruvallur,69,32,60,265,39,,12,74,60,1,Cholera
2024-01-19,Tiruvallur,88,33,81,220,57,,16,78,103,1,Dengue
2024-01-20,Tiruvallur,17,33,85,130,34,,10,87,44,0,Flu
2024-01-21,Tiruvallur,28,33,68,518,64,106.0,9,49,139,1,Respiratory Infection
2024-01-22,Tiruvallur,51,35,73,585,122,,12,42,230,1,Respiratory Infection
2024-01-23,Tiruvallur,47,32,71,216,24,,11,79,45,0,Flu
2024-01-24,Tiruvallur,71,35,79,201,30,,15,80,80,1,Cholera
2024-01-25,Tiruvallur,63,35,73,432,93,,13,57,181,1,Cholera
2024-01-26,Tiruvallur,7,35,80,496,54,,8,51,145,1,Respiratory Infection
2024-01-27,Tiruvallur,0,32,62,226,57,,6,78,127,0,Flu
2024-01-28,Tiruvallur,52,35,91,273,48,108.0,14,73,75,1,Cholera
2024-01-29,Tiruvallur,36,30,88,478,135,,12,53,103,1,Respiratory Infection
2024-01-30,Tiruvallur,41,34,90,457,75,,13,55,118,1,Respiratory Infection
2024-01-31,Tiruvallur,9,31,67,128,16,,7,88,28,0,Flu
2024-02-01,Tiruvallur,76,34,87,588,124,,16,42,346,1,Respiratory Infection
2024-02-02,Tiruvallur,98,33,88,327,66,,18,68,126,1,Dengue
2024-02-03,Tiruvallur,51,34,87,415,74,,13,59,164,1,Cholera
2024-02-04,Tiruvallur,81,34,60,579,105,,14,43,172,1,Respiratory Infection
2024-02-05,Tiruvallur,49,32,78,364,45,,12,64,119,0,Typhoid
2024-02-06,Tiruvallur,60,32,88,432,71,,14,57,173,1,Cholera
2024-02-07,Tiruvallur,77,32,70,385,112,174.0,14,62,194,1,Cholera
2024-02-08,Tiruvallur,136,34,85,284,49,,22,72,127,1,Dengue
2024-02-09,Tiruvallur,45,30,81,284,67,,12,72,166,0,Typhoid
2024-02-10,Tiruvallur,75,30,67,211,48,,14,79,56,1,Cholera
2024-02-11,Tiruvallur,34,34,63,576,104,,9,43,225,1,Respiratory Infection
2024-02-12,Tiruvallur,42,35,66,451,101,,10,55,232,1,Respiratory Infection
2024-02-13,Tiruvallur,29,35,81,276,66,,11,73,70,0,Typhoid
2024-02-14,Tiruvallur,120,35,63,313,50,102.0,18,69,119,1,Cholera
2024-02-15,Tiruvallur,25,33,87,510,113,,11,49,287,1,Respiratory Infection
2024-02-16,Tiruvallur,99,33,90,470,89,,18,53,258,1,Dengue
2024-02-17,Tiruvallur,70,32,67,363,101,,13,64,205,1,Cholera
2024-02-18,Tiruvallur,46,35,61,153,37,,10,85,85,0,Flu
2024-02-19,Tiruvallur,0,35,92,255,31,,9,75,60,0,Typhoid
2024-02-20,Tiruvallur,35,35,82,192,42,,11,81,69,0,Flu
2024-02-21,Tiruvallur,39,33,64,532,129,128.0,10,47,145,1,Respiratory Infection
2024-02-22,Tiruvallur,26,34,61,460,61,,8,54,244,1,Respiratory Infection
2024-02-23,Tiruvallur,81,32,68,155,40,,14,85,82,1,Cholera
2024-02-24,Tiruvallur,104,30,86,424,99,,19,58,174,1,Dengue
2024-02-25,Tiruvallur,97,35,69,247,28,,16,76,130,1,Cholera
2024-02-26,Tiruvallur,81,33,89,197,38,,17,81,98,1,Dengue
2024-02-27,Tiruvallur,82,34,87,584,130,,16,42,205,1,Dengue
2024-02-28,Tiruvallur,21,35,89,263,39,96.0,11,74,143,0,Typhoid
2024-02-29,Tiruvallur,78,33,73,197,56,,15,81,60,1,Cholera
2024-03-01,Tiruvallur,66,35,60,300,66,,12,70,147,1,Cholera
2024-03-02,Tiruvallur,132,34,76,504,129,,20,50,133,1,Respiratory Infection
2024-03-03,Tiruvallur,0,33,69,284,82,,6,72,169,0,Typhoid
2024-03-04,Tiruvallur,37,32,93,561,165,,13,44,149,1,Respiratory Infection
2024-03-05,Tiruvallur,157,32,80,516,94,,23,49,265,1,Respiratory Infection
2024-03-06,Tiruvallur,58,32,88,365,76,,14,64,113,1,Cholera
2024-03-07,Tiruvallur,122,32,85,145,21,36.0,20,86,32,1,Dengue
2024-03-08,Tiruvallur,13,35,77,428,55,,9,58,216,0,Typhoid
2024-03-09,Tiruvallur,46,34,76,130,13,,12,87,66,0,Flu
2024-03-10,Tiruvallur,0,32,83,301,61,,8,70,172,0,Typhoid
2024-03-11,Tiruvallur,71,33,78,319,65,,14,69,123,1,Cholera
2024-03-12,Tiruvallur,11,30,79,450,107,,9,55,266,0,Typhoid
2024-03-13,Tiruvallur,100,31,67,249,54,,16,76,114,1,Cholera
2024-03-14,Tiruvallur,32,32,85,586,60,254.0,11,42,305,1,Respiratory Infection
2024-03-15,Tiruvallur,20,33,91,448,53,,11,56,263,0,Typhoid
2024-03-16,Tiruvallur,46,33,61,555,65,,10,45,272,1,Respiratory Infection
2024-03-17,Tiruvallur,19,34,86,536,131,,10,47,232,1,Respiratory Infection
2024-03-18,Tiruvallur,122,31,74,384,103,,19,62,102,1,Cholera
2024-03-19,Tiruvallur,44,33,64,398,80,,10,61,98,0,Typhoid
2024-03-20,Tiruvallur,38,35,82,115,20,,12,89,55,0,Flu
2024-03-21,Tiruvallur,71,35,79,244,60,117.0,15,76,48,1,Cholera
2024-03-22,Tiruvallur,3,31,63,351,63,,6,65,132,0,Typhoid
2024-03-23,Tiruvallur,32,33,84,373,48,,11,63,209,0,Typhoid
2024-03-24,Tiruvallur,75,31,94,538,146,,16,47,115,1,Respiratory Infection
2024-03-25,Tiruvallur,96,30,90,574,156,,18,43,193,1,Dengue
2024-03-26,Tiruvallur,109,31,85,544,68,,19,46,311,1,Dengue
2024-03-27,Tiruvallur,74,31,73,206,26,,14,80,99,1,Cholera
2024-03-28,Tiruvallur,25,34,80,155,41,58.0,10,85,68,0,Flu
2024-03-29,Tiruvallur,40,31,82,515,127,,12,49,296,1,Respiratory Infection
2024-03-30,Tiruvallur,8,35,60,199,26,,6,81,109,0,Flu
2024-03-31,Tiruvallur,47,32,74,567,103,,12,44,291,1,Respiratory Infection
2024-04-01,Tiruvallur,0,34,93,214,53,,9,79,83,0,Flu
2024-04-02,Tiruvallur,138,32,68,395,93,,20,61,141,1,Cholera
2024-04-03,Tiruvallur,73,31,89,471,87,,16,53,260,1,Respiratory Infection
2024-04-04,Tiruvallur,32,35,84,566,115,,11,44,320,1,Respiratory Infection
2024-04-05,Tiruvallur,0,35,86,351,36,,8,65,208,0,Typhoid
2024-04-06,Tiruvallur,63,34,77,267,67,,14,74,89,1,Cholera
2024-04-07,Tiruvallur,41,31,63,129,23,61.0,10,88,52,0,Flu
2024-04-08,Tiruvallur,105,35,83,399,98,,18,61,147,1,Dengue
2024-04-09,Tiruvallur,131,34,94,439,49,,22,57,101,1,Dengue
2024-04-10,Tiruvallur,0,33,80,398,85,,8,61,211,0,Typhoid
2024-04-11,Tiruvallur,111,33,93,217,46,,20,79,99,1,Dengue
2024-04-12,Tiruvallur,13,32,83,567,149,,9,44,285,1,Respiratory Infection
2024-04-13,Tiruvallur,94,32,91,556,66,,18,45,257,1,Dengue
2024-04-14,Tiruvallur,74,34,86,568,101,228.0,16,44,232,1,Respiratory Infection
2024-04-15,Tiruvallur,105,35,65,341,91,,17,66,197,1,Cholera
2024-04-16,Tiruvallur,0,30,91,121,28,,9,88,35,0,Flu
2024-04-17,Tiruvallur,36,31,82,122,30,,11,88,51,0,Flu
2024-04-18,Tiruvallur,87,33,94,314,53,,18,69,146,1,Dengue
2024-04-19,Tiruvallur,48,34,75,420,100,,12,58,170,0,Typhoid
2024-04-20,Tiruvallur,6,35,66,559,129,,7,45,113,1,Respiratory Infection
2024-04-21,Tiruvallur,108,35,64,118,18,24.0,17,89,55,1,Cholera
2024-04-22,Tiruvallur,63,30,67,164,49,,13,84,40,1,Cholera
2024-04-23,Tiruvallur,101,35,68,413,60,,16,59,213,1,Cholera
2024-04-24,Tiruvallur,45,33,65,166,33,,11,84,35,0,Flu
2024-04-25,Tiruvallur,0,34,77,433,93,,7,57,140,0,Typhoid
2024-04-26,Tiruvallur,57,30,65,555,102,,12,45,295,1,Respiratory Infection
2024-04-27,Tiruvallur,65,33,65,117,23,,13,89,58,1,Cholera
2024-04-28,Tiruvallur,63,32,74,448,126,189.0,13,56,228,1,Cholera
2024-04-29,Tiruvallur,86,34,83,397,73,,16,61,234,1,Dengue
2024-01-01,Namakkal,1,32,86,480,57,,8,52,282,1,Respiratory Infection
2024-01-02,Namakkal,103,34,67,475,86,,17,53,142,1,Respiratory Infection
2024-01-03,Namakkal,6,34,90,588,70,,9,42,326,1,Respiratory Infection
2024-01-04,Namakkal,93,31,90,451,123,,18,55,166,1,Dengue
2024-01-05,Namakkal,60,34,77,386,52,,13,62,161,1,Cholera
2024-01-06,Namakkal,60,31,87,520,88,,14,48,296,1,Respiratory Infection
2024-01-07,Namakkal,47,30,65,295,62,94.0,11,71,143,0,Typhoid
2024-01-08,Namakkal,109,35,81,592,135,,19,41,263,1,Dengue
2024-01-09,Namakkal,136,35,72,175,37,,20,83,93,1,Cholera
2024-01-10,Namakkal,47,33,63,193,44,,11,81,76,0,Flu
2024-01-11,Namakkal,13,30,68,573,110,,8,43,125,1,Respiratory Infection
2024-01-12,Namakkal,92,33,87,577,119,,17,43,326,1,Dengue
2024-01-13,Namakkal,13,35,76,402,68,,8,60,89,0,Typhoid
2024-01-14,Namakkal,11,32,69,101,26,40.0,8,90,48,0,Flu
2024-01-15,Namakkal,47,35,69,409,85,,11,60,232,0,Typhoid
2024-01-16,Namakkal,73,30,72,589,153,,14,42,173,1,Respiratory Infection
2024-01-17,Namakkal,52,30,84,590,157,,13,41,350,1,Respiratory Infection
2024-01-18,Namakkal,62,35,90,440,67,,15,56,246,1,Cholera
2024-01-19,Namakkal,45,34,71,160,35,,11,84,68,0,Flu
2024-01-20,Namakkal,37,35,82,339,42,,11,67,86,0,Typhoid
2024-01-21,Namakkal,76,35,92,368,46,177.0,16,64,150,1,Cholera
2024-01-22,Namakkal,117,33,86,541,126,,20,46,290,1,Dengue
2024-01-23,Namakkal,83,31,76,212,34,,15,79,115,1,Cholera
2024-01-24,Namakkal,64,33,92,539,87,,15,47,123,1,Respiratory Infection
2024-01-25,Namakkal,0,33,74,232,53,,7,77,130,0,Flu
2024-01-26,Namakkal,29,30,94,531,121,,12,47,307,1,Respiratory Infection
2024-01-27,Namakkal,91,32,82,182,41,,17,82,61,1,Dengue
2024-01-28,Namakkal,59,31,62,263,45,78.0,12,74,123,1,Cholera
2024-01-29,Namakkal,0,34,67,155,45,,6,85,34,0,Flu
2024-01-30,Namakkal,81,33,91,421,123,,17,58,217,1,Dengue
2024-01-31,Namakkal,44,31,85,132,15,,12,87,38,0,Flu
2024-02-01,Namakkal,0,33,65,590,96,,6,41,298,1,Respiratory Infection
2024-02-02,Namakkal,84,35,93,105,31,,17,90,49,1,Dengue
2024-02-03,Namakkal,72,31,94,568,101,,16,44,221,1,Respiratory Infection
2024-02-04,Namakkal,57,31,86,167,39,,14,84,66,1,Cholera
2024-02-05,Namakkal,50,31,87,116,24,,13,89,42,0,Flu
2024-02-06,Namakkal,37,35,88,583,169,,12,42,181,1,Respiratory Infection
2024-02-07,Namakkal,9,34,72,486,109,119.0,8,52,159,1,Respiratory Infection
2024-02-08,Namakkal,50,34,80,157,37,,13,85,76,0,Flu
2024-02-09,Namakkal,63,33,82,442,105,,14,56,255,1,Cholera
2024-02-10,Namakkal,50,32,89,236,67,,13,77,71,0,Flu
2024-02-11,Namakkal,0,31,60,142,34,,6,86,66,0,Flu
2024-02-12,Namakkal,60,32,85,213,23,,14,79,44,1,Cholera
2024-02-13,Namakkal,52,33,72,143,21,,12,86,56,1,Cholera
2024-02-14,Namakkal,130,33,61,258,34,87.0,19,75,118,1,Cholera
2024-02-15,Namakkal,50,34,87,532,61,,13,47,137,1,Respiratory Infection
2024-02-16,Namakkal,67,32,80,275,53,,14,73,139,1,Cholera
2024-02-17,Namakkal,72,32,75,251,51,,14,75,122,1,Cholera
2024-02-18,Namakkal,41,35,66,423,67,,10,58,224,0,Typhoid
2024-02-19,Namakkal,0,31,94,511,112,,9,49,130,1,Respiratory Infection
2024-02-20,Namakkal,126,35,67,406,52,,19,60,223,1,Cholera
2024-02-21,Namakkal,4,35,90,564,77,219.0,9,44,136,1,Respiratory Infection
2024-02-22,Namakkal,2,34,68,327,70,,7,68,88,0,Typhoid
2024-02-23,Namakkal,60,33,71,393,47,,13,61,204,1,Cholera
2024-02-24,Namakkal,146,35,88,130,25,,23,87,76,1,Dengue
2024-02-25,Namakkal,12,33,83,127,22,,9,88,50,0,Flu
2024-02-26,Namakkal,120,33,90,203,32,,21,80,79,1,Dengue
2024-02-27,Namakkal,58,32,88,223,56,,14,78,67,1,Cholera
2024-02-28,Namakkal,80,34,68,273,57,89.0,14,73,158,1,Cholera
2024-02-29,Namakkal,106,30,60,491,106,,16,51,206,1,Respiratory Infection
2024-03-01,Namakkal,107,34,81,595,164,,18,41,356,1,Dengue
2024-03-02,Namakkal,51,30,62,534,149,,11,47,246,1,Respiratory Infection
2024-03-03,Namakkal,136,33,70,324,43,,20,68,189,1,Cholera
2024-03-04,Namakkal,84,35,73,228,24,,15,78,106,1,Cholera
2024-03-05,Namakkal,58,35,60,188,54,,11,82,59,1,Cholera
2024-03-06,Namakkal,51,32,94,299,59,,14,71,90,1,Cholera
2024-03-07,Namakkal,69,31,63,399,63,117.0,13,61,112,1,Cholera
2024-03-08,Namakkal,72,33,62,176,39,,13,83,48,1,Cholera
2024-03-09,Namakkal,24,30,66,570,143,,9,43,149,1,Respiratory Infection
2024-03-10,Namakkal,62,33,64,326,41,,12,68,163,1,Cholera
2024-03-11,Namakkal,132,33,69,295,43,,20,71,175,1,Cholera
2024-03-12,Namakkal,9,30,79,471,118,,8,53,203,1,Respiratory Infection
2024-03-13,Namakkal,45,35,61,380,53,,10,62,172,0,Typhoid
2024-03-14,Namakkal,58,34,72,435,56,87.0,13,57,252,1,Cholera
2024-03-15,Namakkal,105,34,89,531,92,,19,47,114,1,Dengue
2024-03-16,Namakkal,82,33,91,455,73,,17,55,132,1,Dengue
2024-03-17,Namakkal,56,32,91,461,119,,14,54,156,1,Respiratory Infection
2024-03-18,Namakkal,44,30,78,517,69,,12,49,150,1,Respiratory Infection
2024-03-19,Namakkal,81,32,84,543,156,,16,46,270,1,Dengue
2024-03-20,Namakkal,100,35,72,225,38,,17,78,78,1,Cholera
2024-03-21,Namakkal,60,35,85,372,66,111.0,14,63,158,1,Cholera
2024-03-22,Namakkal,118,34,62,390,57,,18,61,188,1,Cholera
2024-03-23,Namakkal,94,34,69,338,100,,16,67,132,1,Cholera
2024-03-24,Namakkal,3,33,63,226,48,,6,78,58,0,Flu
2024-03-25,Namakkal,123,33,89,491,60,,21,51,291,1,Dengue
2024-03-26,Namakkal,34,30,78,383,42,,11,62,196,0,Typhoid
2024-03-27,Namakkal,10,30,87,288,60,,9,72,161,0,Typhoid
2024-03-28,Namakkal,58,32,74,457,82,133.0,13,55,171,1,Respiratory Infection
2024-03-29,Namakkal,75,34,93,283,49,,16,72,96,1,Cholera
2024-03-30,Namakkal,73,30,85,103,15,,15,90,61,1,Cholera
2024-03-31,Namakkal,70,35,93,525,91,,16,48,205,1,Respiratory Infection
2024-04-01,Namakkal,20,30,60,271,58,,8,73,143,0,Typhoid
2024-04-02,Namakkal,38,32,62,135,17,,10,87,45,0,Flu
2024-04-03,Namakkal,81,34,69,205,22,,15,80,53,1,Cholera
2024-04-04,Namakkal,90,34,61,239,63,,15,77,65,1,Cholera
2024-04-05,Namakkal,118,31,80,563,145,,19,44,125,1,Respiratory Infection
2024-04-06,Namakkal,8,34,83,181,40,,9,82,54,0,Flu
2024-04-07,Namakkal,95,31,75,417,68,87.0,17,59,118,1,Cholera
2024-04-08,Namakkal,65,33,63,547,73,,12,46,263,1,Respiratory Infection
2024-04-09,Namakkal,41,33,74,193,24,,11,81,40,0,Flu
2024-04-10,Namakkal,28,35,72,589,134,,10,42,158,1,Respiratory Infection
2024-04-11,Namakkal,88,30,83,113,20,,17,89,48,1,Dengue
2024-04-12,Namakkal,8,34,66,545,79,,7,46,307,1,Respiratory Infection
2024-04-13,Namakkal,0,30,64,230,63,,6,77,61,0,Flu
2024-04-14,Namakkal,87,35,67,331,90,107.0,15,67,90,1,Cholera
2024-04-15,Namakkal,21,35,67,197,52,,8,81,80,0,Flu
2024-04-16,Namakkal,118,33,81,254,32,,19,75,139,1,Dengue
2024-04-17,Namakkal,76,32,73,456,60,,14,55,182,1,Respiratory Infection
2024-04-18,Namakkal,86,32,61,490,113,,14,51,162,1,Respiratory Infection
2024-04-19,Namakkal,142,34,90,209,24,,23,80,67,1,Dengue
2024-04-20,Namakkal,47,33,71,285,66,,11,72,71,0,Typhoid
2024-04-21,Namakkal,39,35,74,112,20,24.0,11,89,54,0,Flu
2024-04-22,Namakkal,45,31,90,403,60,,13,60,178,0,Typhoid
2024-04-23,Namakkal,84,34,73,585,94,,15,42,338,1,Respiratory Infection
2024-04-24,Namakkal,52,34,73,371,39,,12,63,141,1,Cholera
2024-04-25,Namakkal,80,33,92,346,78,,17,66,92,1,Cholera
2024-04-26,Namakkal,78,33,80,321,78,,15,68,156,1,Cholera
2024-04-27,Namakkal,0,33,90,233,25,,9,77,91,0,Flu
2024-04-28,Namakkal,96,35,71,352,74,94.0,16,65,147,1,Cholera
2024-04-29,Namakkal,48,32,61,493,52,,10,51,182,1,Respiratory Infection
2024-01-01,Perambalur,34,31,80,275,44,,11,73,142,0,Typhoid
2024-01-02,Perambalur,105,27,67,368,62,,17,64,203,1,Cholera
2024-01-03,Perambalur,147,27,75,122,15,,22,88,66,1,Cholera
2024-01-04,Perambalur,113,31,79,564,75,,19,44,304,1,Respiratory Infection
2024-01-05,Perambalur,35,28,80,506,108,,11,50,112,1,Respiratory Infection
2024-01-06,Perambalur,107,29,83,334,36,,19,67,157,1,Dengue
2024-01-07,Perambalur,48,30,69,560,80,162.0,11,44,174,1,Respiratory Infection
2024-01-08,Perambalur,53,27,91,280,32,,14,72,110,1,Cholera
2024-01-09,Perambalur,0,30,86,560,159,,8,44,309,1,Respiratory Infection
2024-01-10,Perambalur,0,30,89,200,30,,8,80,52,0,Flu
2024-01-11,Perambalur,101,28,62,355,50,,16,65,124,1,Cholera
2024-01-12,Perambalur,55,29,63,490,92,,11,51,235,1,Respiratory Infection
2024-01-13,Perambalur,0,27,89,595,173,,8,41,242,1,Respiratory Infection
2024-01-14,Perambalur,55,28,76,470,115,171.0,13,53,192,1,Respiratory Infection
2024-01-15,Perambalur,79,32,92,576,103,,17,43,259,1,Respiratory Infection
2024-01-16,Perambalur,135,30,93,511,75,,22,49,224,1,Dengue
2024-01-17,Perambalur,43,32,89,289,32,,13,72,155,0,Typhoid
2024-01-18,Perambalur,79,30,90,228,53,,16,78,57,1,Cholera
2024-01-19,Perambalur,6,27,74,159,38,,8,85,61,0,Flu
2024-01-20,Perambalur,0,28,79,264,68,,7,74,154,0,Typhoid
2024-01-21,Perambalur,103,27,65,135,28,34.0,16,87,41,1,Cholera
2024-01-22,Perambalur,19,31,79,254,73,,9,75,128,0,Typhoid
2024-01-23,Perambalur,91,31,84,575,106,,17,43,167,1,Dengue
2024-01-24,Perambalur,38,30,63,230,46,,10,77,106,0,Flu
2024-01-25,Perambalur,37,31,93,237,32,,13,77,47,0,Flu
2024-01-26,Perambalur,50,30,79,221,46,,12,78,49,0,Flu
2024-01-27,Perambalur,69,31,76,341,76,,14,66,110,1,Cholera
2024-01-28,Perambalur,119,29,67,185,31,41.0,18,82,85,1,Cholera
2024-01-29,Perambalur,16,27,82,163,20,,9,84,39,0,Flu
2024-01-30,Perambalur,0,30,79,328,62,,7,68,69,0,Typhoid
2024-01-31,Perambalur,33,32,82,593,162,,11,41,354,1,Respiratory Infection
2024-02-01,Perambalur,40,29,91,198,44,,13,81,106,0,Flu
2024-02-02,Perambalur,97,27,82,312,34,,17,69,122,1,Dengue
2024-02-03,Perambalur,36,28,78,193,52,,11,81,48,0,Flu
2024-02-04,Perambalur,38,29,77,219,48,,11,79,98,0,Flu
2024-02-05,Perambalur,38,30,81,391,49,,11,61,92,0,Typhoid
2024-02-06,Perambalur,63,32,77,108,18,,14,90,22,1,Cholera
2024-02-07,Perambalur,23,32,69,347,77,155.0,9,66,114,0,Typhoid
2024-02-08,Perambalur,48,29,82,297,83,,13,71,149,0,Typhoid
2024-02-09,Perambalur,87,32,61,591,62,,14,41,137,1,Respiratory Infection
2024-02-10,Perambalur,60,32,82,168,23,,14,84,44,1,Cholera
2024-02-11,Perambalur,18,32,72,377,84,,9,63,192,0,Typhoid
2024-02-12,Perambalur,103,30,66,119,13,,16,89,54,1,Cholera
2024-02-13,Perambalur,66,29,92,228,46,,15,78,100,1,Cholera
2024-02-14,Perambalur,8,29,67,575,78,171.0,7,43,135,1,Respiratory Infection
2024-02-15,Perambalur,19,28,74,184,43,,9,82,71,0,Flu
2024-02-16,Perambalur,73,30,75,205,33,,14,80,110,1,Cholera
2024-02-17,Perambalur,130,32,61,526,124,,19,48,112,1,Respiratory Infection
2024-02-18,Perambalur,78,27,92,281,81,,17,72,59,1,Cholera
2024-02-19,Perambalur,24,27,66,596,71,,9,41,246,1,Respiratory Infection
2024-02-20,Perambalur,65,31,82,388,70,,14,62,140,1,Cholera
2024-02-21,Perambalur,69,29,90,315,79,98.0,15,69,100,1,Cholera
2024-02-22,Perambalur,109,28,74,406,86,,18,60,131,1,Cholera
2024-02-23,Perambalur,41,29,94,555,140,,13,45,254,1,Respiratory Infection
2024-02-24,Perambalur,17,29,65,581,79,,8,42,287,1,Respiratory Infection
2024-02-25,Perambalur,35,31,72,168,25,,10,84,42,0,Flu
2024-02-26,Perambalur,92,29,92,568,106,,18,44,259,1,Dengue
2024-02-27,Perambalur,73,27,61,376,94,,13,63,165,1,Cholera
2024-02-28,Perambalur,118,30,83,574,155,262.0,20,43,315,1,Dengue
2024-02-29,Perambalur,0,30,66,456,70,,6,55,256,1,Respiratory Infection
2024-03-01,Perambalur,66,28,79,285,50,,14,72,68,1,Cholera
2024-03-02,Perambalur,33,31,82,335,89,,11,67,155,0,Typhoid
2024-03-03,Perambalur,100,28,83,459,132,,18,55,166,1,Dengue
2024-03-04,Perambalur,12,28,72,548,58,,8,46,259,1,Respiratory Infection
2024-03-05,Perambalur,27,28,94,469,109,,12,54,176,1,Respiratory Infection
2024-03-06,Perambalur,61,30,60,385,53,,12,62,151,1,Cholera
2024-03-07,Perambalur,86,27,66,344,66,121.0,15,66,200,1,Cholera
2024-03-08,Perambalur,0,28,72,134,22,,7,87,60,0,Flu
2024-03-09,Perambalur,95,30,62,421,125,,15,58,104,1,Cholera
2024-03-10,Perambalur,38,31,61,549,60,,9,46,206,1,Respiratory Infection
2024-03-11,Perambalur,71,29,81,113,12,,15,89,48,1,Cholera
2024-03-12,Perambalur,160,28,83,567,147,,24,44,159,1,Dengue
2024-03-13,Perambalur,117,28,84,474,78,,20,53,140,1,Dengue
2024-03-14,Perambalur,25,32,89,427,98,184.0,11,58,110,0,Typhoid
2024-03-15,Perambalur,39,28,82,481,134,,12,52,228,1,Respiratory Infection
2024-03-16,Perambalur,80,29,73,508,76,,15,50,174,1,Respiratory Infection
2024-03-17,Perambalur,52,27,73,229,59,,12,78,48,1,Cholera
2024-03-18,Perambalur,46,31,88,589,80,,13,42,341,1,Respiratory Infection
2024-03-19,Perambalur,49,32,69,257,43,,11,75,61,0,Typhoid
2024-03-20,Perambalur,104,32,93,361,103,,19,64,77,1,Dengue
2024-03-21,Perambalur,34,30,68,381,71,109.0,10,62,123,0,Typhoid
2024-03-22,Perambalur,39,27,68,424,97,,10,58,240,0,Typhoid
2024-03-23,Perambalur,57,27,91,520,138,,14,48,126,1,Respiratory Infection
2024-03-24,Perambalur,0,32,70,439,60,,7,57,112,0,Typhoid
2024-03-25,Perambalur,77,28,90,410,60,,16,59,144,1,Cholera
2024-03-26,Perambalur,33,30,68,120,18,,10,88,35,0,Flu
2024-03-27,Perambalur,68,32,76,126,30,,14,88,45,1,Cholera
2024-03-28,Perambalur,34,27,87,282,73,116.0,12,72,101,0,Typhoid
2024-03-29,Perambalur,0,32,62,187,46,,6,82,73,0,Flu
2024-03-30,Perambalur,61,30,81,291,61,,14,71,136,1,Cholera
2024-03-31,Perambalur,33,28,83,294,39,,11,71,118,0,Typhoid
2024-04-01,Perambalur,48,28,77,228,61,,12,78,98,0,Flu
2024-04-02,Perambalur,105,29,93,316,33,,19,69,104,1,Dengue
2024-04-03,Perambalur,20,27,83,258,27,,10,75,63,0,Typhoid
2024-04-04,Perambalur,116,31,67,437,44,,18,57,214,1,Cholera
2024-04-05,Perambalur,55,28,93,536,124,,14,47,263,1,Respiratory Infection
2024-04-06,Perambalur,18,32,68,586,130,,8,42,307,1,Respiratory Infection
2024-04-07,Perambalur,66,31,84,134,34,44.0,15,87,79,1,Cholera
2024-04-08,Perambalur,4,27,67,226,62,,7,78,116,0,Flu
2024-04-09,Perambalur,12,32,79,570,100,,9,43,270,1,Respiratory Infection
2024-04-10,Perambalur,83,29,83,468,100,,16,54,104,1,Dengue
2024-04-11,Perambalur,51,30,87,552,108,,13,45,263,1,Respiratory Infection
2024-04-12,Perambalur,76,30,84,314,76,,16,69,83,1,Cholera
2024-04-13,Perambalur,0,30,70,213,59,,7,79,55,0,Flu
2024-04-14,Perambalur,45,30,81,141,18,36.0,12,86,68,0,Flu
2024-04-15,Perambalur,8,27,75,144,15,,8,86,67,0,Flu
2024-04-16,Perambalur,73,31,86,458,60,,15,55,151,1,Respiratory Infection
2024-04-17,Perambalur,59,30,86,425,126,,14,58,171,1,Cholera
2024-04-18,Perambalur,128,31,69,411,84,,19,59,144,1,Cholera
2024-04-19,Perambalur,179,30,72,366,94,,25,64,141,1,Cholera
2024-04-20,Perambalur,59,30,64,416,70,,12,59,234,1,Cholera
2024-04-21,Perambalur,67,32,61,445,112,146.0,12,56,197,1,Cholera
2024-04-22,Perambalur,34,29,75,161,22,,10,84,71,0,Flu
